uniprot_id,gene,length,llps_score,prediction,in_training
Q92952,KCNN1,543,0.1136,LLPS-,novel
Q6XLA1,CASC2,102,0.1135,LLPS-,novel
Q96BW1,UPRT,309,0.1135,LLPS-,novel
Q96KV6,BTN2A3P,586,0.1135,LLPS-,novel
Q02338,BDH1,343,0.1135,LLPS-,novel
Q9H3M7,TXNIP,391,0.1135,LLPS-,novel
P10253,GAA,952,0.1135,LLPS-,novel
Q9UMX2,OAZ3,235,0.1135,LLPS-,novel
P0DJD9,PGA5,388,0.1135,LLPS-,novel
Q96A70,AZIN2,460,0.1135,LLPS-,novel
Q13303,KCNAB2,367,0.1135,LLPS-,novel
P05556,ITGB1,798,0.1135,LLPS-,novel
O60565,GREM1,184,0.1135,LLPS-,novel
Q99680,GPR22,433,0.1135,LLPS-,novel
O75355,ENTPD3,529,0.1135,LLPS-,novel
Q9BSY9,DESI2,194,0.1135,LLPS-,novel
P26639,TARS1,723,0.1135,LLPS-,novel
Q8WTU2,SSC4D,575,0.1134,LLPS-,novel
Q99676,ZNF184,751,0.1134,LLPS-,novel
Q96PC2,IP6K3,410,0.1134,LLPS-,novel
Q9Y5F3,PCDHB1,818,0.1134,LLPS-,novel
Q9Y5F2,PCDHB11,797,0.1134,LLPS-,novel
P09651,HNRNPA1,372,0.1134,LLPS-,val
Q9P2J9,PDP2,529,0.1134,LLPS-,novel
Q96S06,LMF1,567,0.1134,LLPS-,novel
P31267,HOXA6,233,0.1134,LLPS-,novel
Q5T5F5,ADAMTSL4-AS1,129,0.1134,LLPS-,novel
Q96DE5,ANAPC16,110,0.1134,LLPS-,novel
Q9BRL6,SRSF8,282,0.1134,LLPS-,novel
Q9NPD8,UBE2T,197,0.1133,LLPS-,novel
O95476,CTDNEP1,244,0.1133,LLPS-,novel
Q6PEY1,TMEM88,159,0.1133,LLPS-,novel
Q9BXC9,BBS2,721,0.1133,LLPS-,novel
Q16555,DPYSL2,572,0.1133,LLPS-,novel
Q1RMZ1,SAMTOR,405,0.1133,LLPS-,novel
Q02809,PLOD1,727,0.1133,LLPS-,novel
Q8NHS3,MFSD8,518,0.1133,LLPS-,novel
Q8WVL7,ANKRD49,239,0.1133,LLPS-,novel
P11413,G6PD,515,0.1133,LLPS-,novel
Q9UIL1,SCOC,159,0.1132,LLPS-,novel
Q14680,MELK,651,0.1132,LLPS-,novel
Q9NV56,MRGBP,204,0.1132,LLPS-,novel
Q8WZA0,LZIC,190,0.1132,LLPS-,novel
Q96H79,ZC3HAV1L,300,0.1132,LLPS-,novel
O00522,KRIT1,736,0.1132,LLPS-,novel
Q9NX04,AIRIM,203,0.1132,LLPS-,novel
Q8NDX6,ZNF740,193,0.1132,LLPS-,novel
Q15738,NSDHL,373,0.1132,LLPS-,novel
Q495C1,RNF212,297,0.1132,LLPS-,novel
A6NCL2,LRCOL1,159,0.1132,LLPS-,novel
Q8TAC2,JOSD2,188,0.1131,LLPS-,novel
O00161,SNAP23,211,0.1131,LLPS-,novel
Q9NY91,SLC5A4,659,0.1131,LLPS-,novel
Q8NHY6,ZFP28,868,0.1131,LLPS-,novel
A8MX76,CAPN14,684,0.1131,LLPS-,novel
P0C875,FAM228B,324,0.1131,LLPS-,novel
Q11203,ST3GAL3,375,0.1131,LLPS-,novel
P60059,SEC61G,68,0.1131,LLPS-,novel
P49116,NR2C2,596,0.1131,LLPS-,novel
Q5VXU3,CHIC1,224,0.1131,LLPS-,novel
Q96KP1,EXOC2,924,0.1131,LLPS-,novel
P01215,CGA,116,0.113,LLPS-,train
Q96JC4,ZNF479,524,0.113,LLPS-,novel
Q9UL59,ZNF214,606,0.113,LLPS-,novel
Q9GZT4,SRR,340,0.113,LLPS-,novel
Q92570,NR4A3,626,0.113,LLPS-,novel
Q6UX46,ALKAL2,152,0.113,LLPS-,novel
Q8IXM6,NRM,262,0.113,LLPS-,novel
Q9BQQ7,RTP3,232,0.1129,LLPS-,novel
Q96AD5,PNPLA2,504,0.1129,LLPS-,novel
Q01081,U2AF1,240,0.1129,LLPS-,novel
Q6ISU1,PTCRA,281,0.1129,LLPS-,novel
Q8TEE9,SAP25,199,0.1129,LLPS-,novel
P15144,ANPEP,967,0.1129,LLPS-,novel
P48995,TRPC1,793,0.1129,LLPS-,novel
Q9BX70,BTBD2,525,0.1129,LLPS-,novel
Q8NFK1,GJC3,279,0.1129,LLPS-,novel
O60939,SCN2B,215,0.1129,LLPS-,novel
A0A0C4DH34,IGHV4-28,117,0.1129,LLPS-,novel
A8K0S8,MEIS3P2,358,0.1128,LLPS-,novel
O14569,CYB561D2,222,0.1128,LLPS-,novel
P57077,MAP3K7CL,142,0.1128,LLPS-,novel
Q9H3W5,LRRN3,708,0.1128,LLPS-,novel
Q8IYK4,COLGALT2,626,0.1128,LLPS-,novel
P30566,ADSL,484,0.1128,LLPS-,novel
P14410,SI,1827,0.1128,LLPS-,novel
Q9UKP6,UTS2R,389,0.1128,LLPS-,novel
A6NK53,ZNF233,670,0.1128,LLPS-,novel
Q9NRG7,SDR39U1,293,0.1128,LLPS-,novel
Q6SJ96,TBPL2,343,0.1128,LLPS-,novel
Q14833,GRM4,912,0.1127,LLPS-,novel
P01008,SERPINC1,464,0.1127,LLPS-,novel
P07992,ERCC1,297,0.1127,LLPS-,novel
P00747,PLG,810,0.1127,LLPS-,novel
Q99828,CIB1,191,0.1127,LLPS-,novel
P56559,ARL4C,192,0.1127,LLPS-,novel
Q9BXJ3,C1QTNF4,329,0.1127,LLPS-,novel
Q8WTR7,ZNF473,871,0.1127,LLPS-,novel
P18428,LBP,481,0.1127,LLPS-,novel
P13196,ALAS1,640,0.1127,LLPS-,novel
P0CK96,SLC35E2B,405,0.1127,LLPS-,novel
Q7Z7H5,TMED4,227,0.1127,LLPS-,novel
Q9P0G3,KLK14,251,0.1127,LLPS-,novel
Q92973,TNPO1,898,0.1127,LLPS-,novel
Q9NWH2,TMEM242,141,0.1126,LLPS-,novel
A6NHJ4,ZNF860,632,0.1126,LLPS-,novel
Q658N2,WSCD1,575,0.1126,LLPS-,novel
Q8IX95,CTAGE3P,158,0.1126,LLPS-,novel
Q6ZS52,,159,0.1126,LLPS-,novel
Q8N0X2,SPAG16,631,0.1126,LLPS-,novel
Q99417,MYCBP,103,0.1126,LLPS-,novel
Q9H0A8,COMMD4,199,0.1126,LLPS-,novel
P23526,AHCY,432,0.1126,LLPS-,novel
Q8N414,PGBD5,524,0.1126,LLPS-,novel
Q96M15,IGF2BP2-AS1,143,0.1125,LLPS-,novel
Q15928,ZNF141,474,0.1125,LLPS-,novel
P47972,NPTX2,431,0.1125,LLPS-,novel
Q8IW45,NAXD,347,0.1125,LLPS-,novel
Q00597,FANCC,558,0.1125,LLPS-,novel
Q96RN5,MED15,788,0.1125,LLPS-,novel
Q15034,HERC3,1050,0.1125,LLPS-,novel
Q8N371,KDM8,416,0.1125,LLPS-,novel
Q9NZJ6,COQ3,369,0.1125,LLPS-,novel
Q8TCC7,SLC22A8,542,0.1125,LLPS-,novel
Q1AE95,TMEM183BP,376,0.1125,LLPS-,novel
Q4G1C9,GLIPR1L2,344,0.1125,LLPS-,novel
Q9H172,ABCG4,646,0.1125,LLPS-,novel
Q5U5X0,LYRM7,104,0.1125,LLPS-,novel
P00846,MT-ATP6,226,0.1124,LLPS-,novel
O95983,MBD3,291,0.1124,LLPS-,novel
Q9Y6U3,SCIN,715,0.1124,LLPS-,novel
Q9UNW1,MINPP1,487,0.1124,LLPS-,novel
O75319,DUSP11,330,0.1124,LLPS-,novel
Q9HAT2,SIAE,523,0.1124,LLPS-,novel
Q6P9B6,MEAK7,456,0.1124,LLPS-,novel
Q8TBZ3,WDR20,569,0.1124,LLPS-,novel
Q7L2Z9,CENPQ,268,0.1124,LLPS-,novel
Q4VXU2,PABPC1L,619,0.1124,LLPS-,novel
Q15758,SLC1A5,541,0.1124,LLPS-,novel
P59036,LINC00310,64,0.1124,LLPS-,novel
Q5TA77,LCE3B,95,0.1124,LLPS-,novel
Q96JD6,AKR1E2,320,0.1124,LLPS-,novel
O00570,SOX1,391,0.1124,LLPS-,novel
Q9UNN5,FAF1,650,0.1124,LLPS-,novel
Q9UKT5,FBXO4,387,0.1123,LLPS-,novel
Q6QN14,USP17L6P,398,0.1123,LLPS-,novel
P04844,RPN2,631,0.1123,LLPS-,novel
P07306,ASGR1,291,0.1123,LLPS-,novel
Q9H8J5,MANSC1,431,0.1123,LLPS-,novel
P43307,SSR1,286,0.1123,LLPS-,novel
O43462,MBTPS2,519,0.1123,LLPS-,novel
Q9UKU9,ANGPTL2,493,0.1123,LLPS-,novel
O75306,NDUFS2,463,0.1123,LLPS-,novel
Q3KNW5,SLC10A6,377,0.1123,LLPS-,novel
Q96A04,TSACC,125,0.1123,LLPS-,novel
Q8IV16,GPIHBP1,184,0.1123,LLPS-,novel
Q9NNW7,TXNRD2,524,0.1123,LLPS-,novel
Q96NK8,NEUROD6,337,0.1122,LLPS-,novel
O95922,TTLL1,423,0.1122,LLPS-,novel
P47902,CDX1,265,0.1122,LLPS-,novel
Q9UJ78,ZMYM5,669,0.1122,LLPS-,novel
A2RUQ5,TMEM132E-DT,167,0.1122,LLPS-,novel
Q499Z4,ZNF672,452,0.1122,LLPS-,novel
A8MYU2,KCNU1,1149,0.1122,LLPS-,novel
Q9BWL3,LTAP1,253,0.1122,LLPS-,novel
P51665,PSMD7,324,0.1122,LLPS-,novel
P51688,SGSH,502,0.1122,LLPS-,novel
Q9NSD7,RXFP3,469,0.1122,LLPS-,novel
A6NF83,NUPR2,97,0.1122,LLPS-,train
Q9NUB4,C20orf141,165,0.1122,LLPS-,novel
P42126,ECI1,302,0.1121,LLPS-,novel
Q5H9S7,DCAF17,520,0.1121,LLPS-,novel
Q96BS2,TESC,214,0.1121,LLPS-,novel
Q32P51,HNRNPA1L2,320,0.1121,LLPS-,novel
P18621,RPL17,184,0.1121,LLPS-,novel
Q96AJ9,VTI1A,217,0.1121,LLPS-,novel
Q6UX41,BTNL8,500,0.1121,LLPS-,novel
Q9NZU1,FLRT1,674,0.1121,LLPS-,novel
Q7L099,RUFY3,469,0.1121,LLPS-,novel
Q68D85,NCR3LG1,454,0.1121,LLPS-,novel
O75828,CBR3,277,0.112,LLPS-,novel
Q9HAB8,PPCS,311,0.112,LLPS-,novel
P08254,MMP3,477,0.112,LLPS-,novel
Q8TBC4,UBA3,463,0.112,LLPS-,novel
Q16594,TAF9,264,0.112,LLPS-,novel
Q16595,FXN,210,0.112,LLPS-,novel
Q6NVV3,NIPAL1,410,0.112,LLPS-,novel
Q969Q4,ARL11,196,0.112,LLPS-,novel
Q86SR1,GALNT10,603,0.112,LLPS-,novel
Q5HYI8,RABL3,236,0.112,LLPS-,novel
Q9NR11,ZNF302,478,0.112,LLPS-,novel
P36404,ARL2,184,0.112,LLPS-,novel
P42830,CXCL5,114,0.112,LLPS-,novel
A8MUZ8,ZNF705G,300,0.112,LLPS-,novel
Q9P287,BCCIP,314,0.112,LLPS-,novel
P0DPK4,NOTCH2NLC,293,0.112,LLPS-,novel
P49419,ALDH7A1,539,0.1119,LLPS-,novel
Q6AW86,ZNF324B,544,0.1119,LLPS-,novel
Q8IUD6,RNF135,432,0.1119,LLPS-,novel
Q9HCY8,S100A14,104,0.1119,LLPS-,novel
Q06330,RBPJ,500,0.1119,LLPS-,novel
P01877,IGHA2,391,0.1119,LLPS-,novel
P0DPK5,H3Y2,147,0.1119,LLPS-,novel
P07437,TUBB,444,0.1119,LLPS-,novel
A6NHY2,ANKDD1B,528,0.1119,LLPS-,novel
Q9UN19,DAPP1,280,0.1119,LLPS-,novel
Q9H3Q3,GAL3ST2,398,0.1119,LLPS-,novel
Q14653,IRF3,427,0.1119,LLPS-,novel
Q14761,PTPRCAP,206,0.1119,LLPS-,novel
Q13261,IL15RA,267,0.1118,LLPS-,novel
Q6EIG7,CLEC6A,209,0.1118,LLPS-,novel
Q6YP21,KYAT3,454,0.1118,LLPS-,novel
O00764,PDXK,312,0.1118,LLPS-,novel
Q8NA75,DCAF4L2,395,0.1118,LLPS-,novel
Q96MD2,KICS2,445,0.1118,LLPS-,novel
Q5W0A0,ERICH6B,696,0.1118,LLPS-,novel
O15131,KPNA5,539,0.1118,LLPS-,novel
Q96KS0,EGLN2,407,0.1118,LLPS-,novel
P54368,OAZ1,228,0.1117,LLPS-,novel
P57081,WDR4,412,0.1117,LLPS-,novel
Q9Y5K2,KLK4,254,0.1117,LLPS-,novel
Q9Y5Y6,ST14,855,0.1117,LLPS-,novel
Q6UVY6,MOXD1,613,0.1117,LLPS-,novel
Q14194,CRMP1,572,0.1117,LLPS-,novel
Q9NWS1,PARPBP,579,0.1117,LLPS-,novel
Q14914,PTGR1,329,0.1117,LLPS-,novel
O75360,PROP1,226,0.1117,LLPS-,novel
Q15761,NPY5R,445,0.1117,LLPS-,novel
A8MQ11,PMS2P5,134,0.1117,LLPS-,novel
O95628,CNOT4,575,0.1116,LLPS-,novel
Q9BZK7,TBL1XR1,514,0.1116,LLPS-,novel
Q8N5I3,KCNRG,272,0.1116,LLPS-,novel
Q9NZN3,EHD3,535,0.1116,LLPS-,novel
B3EWG6,FAM25G,89,0.1116,LLPS-,novel
Q8WY22,BRI3BP,251,0.1116,LLPS-,novel
A8MTI9,PRSS47P,375,0.1116,LLPS-,novel
P21854,CD72,359,0.1116,LLPS-,novel
B3EWG3,FAM25A,89,0.1116,LLPS-,novel
O43280,TREH,583,0.1116,LLPS-,novel
B3EWG5,FAM25C,89,0.1116,LLPS-,novel
Q9UQB8,BAIAP2,552,0.1116,LLPS-,novel
Q14863,POU6F1,611,0.1115,LLPS-,novel
P30838,ALDH3A1,453,0.1115,LLPS-,novel
Q8IZD6,SLC22A15,547,0.1115,LLPS-,novel
Q8TEU8,WFIKKN2,576,0.1115,LLPS-,novel
Q6DKI1,RPL7L1,255,0.1115,LLPS-,novel
Q96PT4,DUX3,197,0.1115,LLPS-,novel
Q99836,MYD88,296,0.1115,LLPS-,novel
Q96C23,GALM,342,0.1115,LLPS-,novel
Q16647,PTGIS,500,0.1115,LLPS-,novel
Q96NJ6,ZFP3,502,0.1114,LLPS-,novel
Q12837,POU4F2,409,0.1114,LLPS-,novel
Q9HB63,NTN4,628,0.1114,LLPS-,novel
P24723,PRKCH,683,0.1114,LLPS-,novel
Q8N336,ELMOD1,334,0.1114,LLPS-,novel
P51580,TPMT,245,0.1114,LLPS-,novel
Q8N5M1,ATPAF2,289,0.1114,LLPS-,novel
Q9BU40,CHRDL1,456,0.1114,LLPS-,novel
Q6ZN08,ZNF66,573,0.1114,LLPS-,novel
O75677,RFPL1,317,0.1114,LLPS-,novel
P40121,CAPG,348,0.1114,LLPS-,novel
Q09470,KCNA1,495,0.1113,LLPS-,novel
Q6UY18,LINGO4,593,0.1113,LLPS-,novel
O95841,ANGPTL1,491,0.1113,LLPS-,novel
Q68G74,LHX8,356,0.1113,LLPS-,novel
Q6P7N7,TMEM81,255,0.1113,LLPS-,novel
Q8N6M0,OTUD6B,293,0.1113,LLPS-,novel
P55854,SUMO3,103,0.1113,LLPS-,train
Q9UHQ1,NARF,456,0.1113,LLPS-,novel
Q16816,PHKG1,387,0.1113,LLPS-,novel
Q6DRA6,H2BC19P,164,0.1113,LLPS-,novel
P0DPK2,H3Y1,136,0.1113,LLPS-,novel
Q9Y312,AAR2,384,0.1113,LLPS-,novel
O14818,PSMA7,248,0.1113,LLPS-,novel
Q9ULC6,PADI1,663,0.1112,LLPS-,novel
P62910,RPL32,135,0.1112,LLPS-,novel
Q08257,CRYZ,329,0.1112,LLPS-,novel
Q9H3E2,SNX25,840,0.1112,LLPS-,novel
Q06547,GABPB1,395,0.1112,LLPS-,novel
Q2VPK5,CTU2,515,0.1112,LLPS-,novel
A8MYZ0,MINDY4B,460,0.1112,LLPS-,novel
Q63ZY6,NSUN5P2,315,0.1112,LLPS-,novel
Q6NW40,RGMB,437,0.1112,LLPS-,novel
Q9BYI3,HYCC1,521,0.1112,LLPS-,train
Q8WXK1,ASB15,588,0.1112,LLPS-,novel
Q96EX2,RNFT2,444,0.1111,LLPS-,novel
Q53F39,MPPE1,396,0.1111,LLPS-,novel
O00204,SULT2B1,365,0.1111,LLPS-,novel
O43825,B3GALT2,422,0.1111,LLPS-,novel
A6NEK1,ARRDC5,328,0.1111,LLPS-,novel
Q9H1U4,MEGF9,602,0.1111,LLPS-,novel
Q9H9A7,RMI1,625,0.1111,LLPS-,novel
Q9BV19,C1orf50,199,0.1111,LLPS-,novel
Q93050,ATP6V0A1,837,0.1111,LLPS-,novel
P10914,IRF1,325,0.1111,LLPS-,novel
P09693,CD3G,182,0.1111,LLPS-,novel
P08397,HMBS,361,0.1111,LLPS-,novel
P02747,C1QC,245,0.1111,LLPS-,novel
Q96A29,SLC35C1,364,0.1111,LLPS-,novel
Q5T9G4,ARMC12,340,0.1111,LLPS-,novel
Q9NY97,B3GNT2,397,0.1111,LLPS-,novel
P0DME0,SETSIP,292,0.1111,LLPS-,novel
P00734,F2,622,0.1111,LLPS-,novel
Q13394,MAB21L1,359,0.111,LLPS-,novel
P16233,PNLIP,465,0.111,LLPS-,novel
P39086,GRIK1,918,0.111,LLPS-,novel
P10155,RO60,538,0.111,LLPS-,novel
P0DSE2,TRB,310,0.111,LLPS-,novel
Q8IZS8,CACNA2D3,1091,0.111,LLPS-,novel
Q9BYB4,GNB1L,327,0.111,LLPS-,novel
P51654,GPC3,580,0.111,LLPS-,novel
P05121,SERPINE1,402,0.111,LLPS-,novel
P10523,SAG,405,0.111,LLPS-,novel
Q8IWZ5,TRIM42,723,0.111,LLPS-,novel
O00400,SLC33A1,549,0.111,LLPS-,novel
Q8IW52,SLITRK4,837,0.111,LLPS-,novel
P08172,CHRM2,466,0.1109,LLPS-,novel
Q99795,GPA33,319,0.1109,LLPS-,novel
Q9NPC1,LTB4R2,358,0.1109,LLPS-,novel
Q15486,GUSBP1,140,0.1109,LLPS-,novel
Q8WVP7,LMBR1,490,0.1109,LLPS-,novel
Q8N3Z0,PRSS35,413,0.1109,LLPS-,novel
P82914,MRPS15,257,0.1109,LLPS-,novel
Q9BUU2,METTL22,404,0.1109,LLPS-,novel
Q9Y6B7,AP4B1,739,0.1109,LLPS-,novel
Q9UQ53,MGAT4B,548,0.1109,LLPS-,novel
Q5JTZ5,C9orf152,239,0.1109,LLPS-,novel
O95433,AHSA1,338,0.1109,LLPS-,novel
Q49AR2,C5orf22,442,0.1109,LLPS-,novel
A4D263,SPMIP7,438,0.1109,LLPS-,novel
Q14247,CTTN,550,0.1108,LLPS-,novel
Q8IXB1,DNAJC10,793,0.1108,LLPS-,novel
Q9NPH3,IL1RAP,570,0.1108,LLPS-,novel
Q8IWA0,WDR75,830,0.1108,LLPS-,novel
P60510,PPP4C,307,0.1108,LLPS-,novel
P51692,STAT5B,787,0.1108,LLPS-,novel
P15151,PVR,417,0.1108,LLPS-,novel
P55259,GP2,537,0.1108,LLPS-,novel
Q8TF42,UBASH3B,649,0.1108,LLPS-,novel
Q08462,ADCY2,1091,0.1107,LLPS-,novel
Q9HBH1,PDF,243,0.1107,LLPS-,novel
A8MQ14,ZNF850,1090,0.1107,LLPS-,novel
Q12836,ZP4,540,0.1107,LLPS-,novel
A7E2U8,CFAP96,309,0.1107,LLPS-,novel
Q16828,DUSP6,381,0.1107,LLPS-,novel
Q6NS38,ALKBH2,261,0.1107,LLPS-,novel
Q9N2J8,,555,0.1107,LLPS-,novel
Q9UBM4,OPTC,332,0.1107,LLPS-,novel
P36957,DLST,453,0.1106,LLPS-,novel
Q7L775,EPM2AIP1,607,0.1106,LLPS-,novel
Q7Z6M1,RABEPK,372,0.1106,LLPS-,novel
Q9H305,CDIP1,208,0.1106,LLPS-,novel
Q6ZNB5,XNDC1N,234,0.1106,LLPS-,novel
Q6PJE2,POMZP3,187,0.1106,LLPS-,novel
Q8IYS0,GRAMD1C,662,0.1106,LLPS-,novel
Q9H5Z1,DHX35,703,0.1106,LLPS-,novel
O60942,RNGTT,597,0.1106,LLPS-,novel
Q9BSU1,PHAF1,422,0.1106,LLPS-,novel
Q9NR63,CYP26B1,512,0.1106,LLPS-,novel
P00167,CYB5A,134,0.1106,LLPS-,novel
Q7Z3I7,ZNF572,529,0.1106,LLPS-,novel
O14836,TNFRSF13B,293,0.1106,LLPS-,novel
Q96KT6,LINC00208,92,0.1106,LLPS-,novel
A9UHW6,MIF4GD,222,0.1106,LLPS-,novel
Q9NW08,POLR3B,1133,0.1105,LLPS-,novel
Q9C004,SPRY4,299,0.1105,LLPS-,novel
Q9Y2P4,SLC27A6,619,0.1105,LLPS-,novel
Q75MW2,ZNF767P,155,0.1105,LLPS-,novel
P56181,NDUFV3,108,0.1105,LLPS-,novel
Q96NG5,ZNF558,402,0.1105,LLPS-,novel
Q9BUK6,MSTO1,570,0.1105,LLPS-,novel
O15321,TM9SF1,606,0.1105,LLPS-,novel
A6NI15,MSGN1,193,0.1105,LLPS-,novel
Q9NQH7,XPNPEP3,507,0.1105,LLPS-,novel
P36894,BMPR1A,532,0.1105,LLPS-,novel
Q9H900,ZWILCH,591,0.1105,LLPS-,novel
O14737,PDCD5,125,0.1105,LLPS-,novel
O75356,ENTPD5,428,0.1105,LLPS-,novel
Q15404,RSU1,277,0.1105,LLPS-,novel
Q9BSE5,AGMAT,352,0.1105,LLPS-,novel
P09488,GSTM1,218,0.1105,LLPS-,novel
Q9Y2C2,UST,406,0.1105,LLPS-,novel
Q15699,ALX1,326,0.1105,LLPS-,novel
P00338,LDHA,332,0.1104,LLPS-,novel
Q8WWH4,ASZ1,475,0.1104,LLPS-,novel
Q96M89,CCDC138,665,0.1104,LLPS-,novel
Q7Z6Z6,PNPLA5,429,0.1104,LLPS-,novel
Q8TAM1,BBS10,723,0.1104,LLPS-,novel
Q8TCX1,DYNC2LI1,351,0.1104,LLPS-,novel
Q6GMR7,FAAH2,532,0.1104,LLPS-,novel
Q9UI42,CPA4,421,0.1103,LLPS-,novel
P45880,VDAC2,294,0.1103,LLPS-,novel
Q9HCS7,XAB2,855,0.1103,LLPS-,novel
Q9BX59,TAPBPL,468,0.1103,LLPS-,novel
Q96E14,RMI2,147,0.1103,LLPS-,novel
Q9Y5L2,HILPDA,63,0.1103,LLPS-,novel
Q9BRT3,MIEN1,115,0.1103,LLPS-,novel
Q8NHJ6,LILRB4,448,0.1103,LLPS-,novel
Q8NHS9,SPATA22,363,0.1103,LLPS-,novel
P24752,ACAT1,427,0.1102,LLPS-,novel
Q9NPI5,NMRK2,230,0.1102,LLPS-,novel
Q5VW00,DCAF12L2,463,0.1102,LLPS-,novel
P01848,TRAC,140,0.1102,LLPS-,novel
Q6KCM7,SLC25A25,469,0.1102,LLPS-,novel
Q9BQS7,HEPH,1158,0.1102,LLPS-,novel
O95744,PMS2P2,297,0.1102,LLPS-,novel
Q96IM9,DYDC2,177,0.1102,LLPS-,novel
Q9Y625,GPC6,555,0.1101,LLPS-,novel
P30044,PRDX5,214,0.1101,LLPS-,novel
P06132,UROD,367,0.1101,LLPS-,novel
P15502,ELN,786,0.1101,LLPS-,val
P16581,SELE,610,0.1101,LLPS-,novel
Q9UHA3,RSL24D1,163,0.1101,LLPS-,novel
Q96PZ2,FAM111A,611,0.1101,LLPS-,novel
Q9Y2Q9,MRPS28,187,0.1101,LLPS-,novel
P37840,SNCA,140,0.1101,LLPS-,test
Q8NA23,WDR31,367,0.1101,LLPS-,novel
P35499,SCN4A,1836,0.1101,LLPS-,novel
Q5T2E6,ARMH3,689,0.11,LLPS-,novel
Q495Z4,ASB16-AS1,193,0.11,LLPS-,novel
A6NGU7,LINC01546,62,0.11,LLPS-,novel
Q9NPB8,GPCPD1,672,0.11,LLPS-,novel
P0DMU7,CT45A6,189,0.11,LLPS-,novel
P0CG22,DHRS4L1,281,0.11,LLPS-,novel
P0DMU8,CT45A5,189,0.11,LLPS-,novel
O00303,EIF3F,357,0.11,LLPS-,train
P31639,SLC5A2,672,0.11,LLPS-,novel
Q5CZA5,ZNF805,627,0.11,LLPS-,novel
P17097,ZNF7,686,0.11,LLPS-,novel
P0DMV0,CT45A7,189,0.11,LLPS-,novel
P15509,CSF2RA,400,0.11,LLPS-,novel
P26599,PTBP1,557,0.11,LLPS-,train
Q86YD5,LDLRAD3,345,0.11,LLPS-,novel
Q9Y226,SLC22A13,551,0.11,LLPS-,novel
P35250,RFC2,354,0.11,LLPS-,novel
O15503,INSIG1,277,0.11,LLPS-,novel
P35914,HMGCL,325,0.1099,LLPS-,novel
Q52WX2,SBK1,424,0.1099,LLPS-,novel
Q86WT1,IFT70A,665,0.1099,LLPS-,novel
P39656,DDOST,456,0.1099,LLPS-,novel
Q8TDU9,RXFP4,374,0.1099,LLPS-,novel
O75716,STK16,305,0.1099,LLPS-,novel
P62995,TRA2B,288,0.1099,LLPS-,train
Q5TFE4,NT5DC1,455,0.1099,LLPS-,novel
Q8IZC7,ZNF101,436,0.1099,LLPS-,novel
Q9BPZ7,MAPKAP1,522,0.1099,LLPS-,novel
Q5TA45,INTS11,600,0.1099,LLPS-,novel
Q96IU4,ABHD14B,210,0.1099,LLPS-,novel
P52306,RAP1GDS1,607,0.1099,LLPS-,novel
P22626,HNRNPA2B1,353,0.1098,LLPS-,test
Q8N9N2,ASCC1,400,0.1098,LLPS-,novel
P01860,IGHG3,446,0.1098,LLPS-,novel
P60827,C1QTNF8,252,0.1098,LLPS-,novel
Q8NE86,MCU,351,0.1098,LLPS-,novel
O00560,SDCBP,298,0.1098,LLPS-,novel
P27824,CANX,592,0.1098,LLPS-,novel
Q99969,RARRES2,163,0.1098,LLPS-,novel
P53609,PGGT1B,377,0.1098,LLPS-,novel
A0A0K2S4Q6,CD300H,201,0.1098,LLPS-,novel
O76074,PDE5A,875,0.1098,LLPS-,train
Q9BQE3,TUBA1C,449,0.1098,LLPS-,novel
Q9Y530,OARD1,152,0.1098,LLPS-,novel
Q9H330,TMEM245,879,0.1098,LLPS-,novel
P80108,GPLD1,840,0.1098,LLPS-,novel
Q6NUK1,SLC25A24,477,0.1098,LLPS-,novel
O95838,GLP2R,553,0.1097,LLPS-,novel
Q6IWH7,ANO7,933,0.1097,LLPS-,novel
P30419,NMT1,496,0.1097,LLPS-,novel
Q96H96,COQ2,371,0.1097,LLPS-,novel
Q5T160,RARS2,578,0.1097,LLPS-,novel
Q8N4H0,SPATA6L,392,0.1097,LLPS-,novel
A0A1B0GUA5,SMIM32,103,0.1097,LLPS-,novel
Q9UQF0,ERVW-1,538,0.1097,LLPS-,novel
Q92564,DCUN1D4,292,0.1097,LLPS-,novel
Q5VVY1,NTMT2,283,0.1097,LLPS-,novel
Q9H1P3,OSBPL2,480,0.1097,LLPS-,novel
Q9NSU2,TREX1,314,0.1097,LLPS-,novel
Q6UWV2,MPZL3,235,0.1097,LLPS-,novel
O00622,CCN1,381,0.1096,LLPS-,novel
Q9UHF0,TAC3,121,0.1096,LLPS-,novel
Q9NUM3,SLC39A9,307,0.1096,LLPS-,novel
P51843,NR0B1,470,0.1096,LLPS-,novel
Q9Y2F9,BTBD3,522,0.1096,LLPS-,novel
Q9NYR8,RDH8,311,0.1096,LLPS-,novel
Q5T681,C10orf62,223,0.1096,LLPS-,novel
Q6UXI9,NPNT,565,0.1096,LLPS-,novel
A6NLU0,RFPL4A,287,0.1096,LLPS-,novel
Q7Z3E1,TIPARP,657,0.1096,LLPS-,novel
Q8N5N7,MRPL50,158,0.1096,LLPS-,novel
Q8TB68,PRR7,274,0.1096,LLPS-,novel
P40306,PSMB10,273,0.1096,LLPS-,novel
P21281,ATP6V1B2,511,0.1096,LLPS-,novel
P15586,GNS,552,0.1095,LLPS-,novel
Q6PL45,BRICD5,260,0.1095,LLPS-,novel
